Tipo,Pregunta,A,B,C,D,Respuesta,Fuente,Columna 1
vf,"LOS AUTOMÓVILES DEPORTIVOS UTILITARIOS, ¿NO SON CONSIDERADOS COMO VEHÍCULOS DE CARRETERA SEGÚN EL EPF1?",,,,,VERDADERO,REG_INT_TRANS,
vf,"LOS CONDUCTORES U OPERADORES DEBEN UTILIZAR EL DISPOSITIVO SENSOR DE SUEÑO, DURANTE LA CONDUCCIÓN DE VEHÍCULOS EN CARRETERA O EN EQUIPOS MÓVILES DE SUPERFICIE. NO ES OBLIGACIÓN, SI EL VEHÍCULO CUENTA CON DISPOSITIVO TERCER OJO.",,,,,VERDADERO,REG_INT_TRANS,
vf,"LOS EPF CUENTAN CON UNA ESTRUCTURA BASE DE LAS CUALES SON: REQUERIMIENTOS ASOCIADOS A PLANTA Y EQUIPO, A SISTEMAS Y PROCEDIMIENTOS Y AL PERSONAL.",,,,,VERDADERO,EPF,
alternativa,LOS EPF SON ,"1,2,3,4,5,6,7,8 Y 9","1,2,3,4,5,6,7 Y 8","1,3,4,5,6,7 ,8 Y 9","1,2,3,5,6,7 Y 8",B,EPF,
alternativa,LOS ESTANDARES DE PREVENCIÓN DE FATALIDADES BUSCAN ,ELIMINAR O MINIMIZAR LOS RIESGOS ASOCIADOS A PLANTA Y EQUIPOS,ELIMINAR O MINIMIZAR LOS RIESGOS ASOCIADOS A LAS PERSONAS,ELIMINAR O MINIMIZAR LOS RIESGOS ASOCIADOS A SISTEMAS Y PROCEDIMIENTOS,ELIMINAR O MINIMIZAR LOS RIESGOS ASOCIADOS A CADA UNO DE ELLOS,D,EPF,
alternativa,"LOS VEHÍCULOS QUE CUENTEN CON CADENA ANTIESTÁTICA, TIENEN QUE CONTAR ",CON UN SISTEMA ELECTROMAGNÉTICO EN CASO DE SER ALCANZADO POR UN RAYO,CON UN MECANISMO QUE PERMITA SU LEVANTAMIENTO CUANDO EL VEHÍCULO SE ENCUENTRE FUERA DE FAENA CORDILLERA,CON UN MATERIAL AISLANTE PARA QUE REALIZE UN BLOQUEO ELÉCTRICO EN LA CABINA,TODAS LAS ANTERIORES,B,OP_INV,
alternativa,LOS VEHICULOS QUE PUEDEN OPERAR EN ALERTA 4 SON:,VEHÍCULOS DE EMERGENCIA,"PROTECCIÓN INDUSTRIAL, LIMPIEZA MANTENIMIENTO Y RECUPERACIÓN DE CAMINOS",VEHÍCULOS AUTORIZADOS POR EL COI,TODAS LAS ANTERIORES,D,OP_INV,
alternativa,LUGARES MÁS EXPUESTOS A LA CAÍDA DE RAYOS SON: ,ESCALERAS METÁLICAS EXTERNAS Y CORREAS TRANSPORTADORAS,ESPACIOS ABIERTOS,STOCK DE ACOPIOS DE MINERALES,TODAS LAS ANTERIORES,D,OP_INV,
alternativa,"OCURRIDA UNA EMERGENCIA EN MINA, ¿QUIÉN AVISARÁ POR FRECUENCIA ABIERTA A TODOS LOS CONDUCTORES Y OPERADORES, PARA QUE ESTOS CEDAN EL PASO A LOS VEHÍCULOS DE EMERGENCIA?",CENTRAL COLLAHUASI,JEFE DE TURNO,DESPACHO,EL OPERADOR DEL EQUIPO DE EMERGENCIA,C,REG_INT_TRANS,
vf,"PARA CONDUCIR EN INTERIOR MINA, ¿ES VÁLIDO UN PERMISO PROVISORIO O BOLETA DE CITACIÓN?",,,,,VERDADERO,REG_INT_TRANS,
vf,PUEDEN CIRCULAR MOTOCICLETAS EN EL INTERIOR RECINTO CMDIC?,,,,,VERDADERO,REG_INT_TRANS,
vf,"RECUERDE QUE LAS ALERTAS 3 Y 4 TIENEN TIEMPO APROXIMADO, POR LO TANTO DEBE ESTAR ATENTO A LOS COMUNICADOS OFICIALES DE LA COMPAÑIA (POR RADIO, CORREOS ELECTRÓNICOS, APLICACIÓN SOSAFE, APLICACIÓN PRONÓSTICO METEOROLÓGICO Y GRUPO WHATSAPP COI).",,,,,VERDADERO,OP_INV,
vf,"REQUERIMIENTOS ASOCIADOS A PLANTA Y EQUIPO SERÍA: SELLO CON FECHA DE EXPIRACIÓN DE REVISIÓN TÉCNICA, UBICADO A LA ALTURA DEL ESPEJO RETROVISOR?
",,,,,VERDADERO,EPF,
vf,SE LIMITAN EN LAS HORAS DONDE LA EXPERIENCIA EN CMDIC MUESTRA QUE HAY MAYOR INCIDENCIA DE TORMENTA ELÉCTRICA.,,,,,VERDADERO,OP_INV,
vf,"SE PROHÍBE EL USO DE MOTOCICLETAS EN CMDIC, SALVO EXCEPCIONES QUE DEBEN SER ANALIZADAS Y PLANIFICADAS E INFORMADAS A LA GERENCIA DE SEGURIDAD Y SALUD OCUPACIONAL.",,,,,VERDADERO,REG_INT_TRANS,
vf,"SEGÚN EL EPF 1, ¿LOS VEHÍCULOS DEPORTIVOS ESTÁN CONSIDERADOS COMO VEHÍCULOS DE CARRETERA?",,,,,VERDADERO,EPF,
vf,"SEGÚN EL EPF 1, EN LOS REQUERIMIENTOS ASOCIADOS A PLANTA Y EQUIPOS, LOS VEHÍCULOS DE CARRETERA DEBEN TENER LAS SIGUIENTES CARACTERÍSTICAS MÍNIMAS DE SEGURIDAD: CINTURONES DE SEGURIDAD ADECUADOS PARA TODOS LOS OCUPANTES, BOTIQUÍN, ALARMA DE RETROCESO. ¿UN REQUERIMIENTO ASOCIADO A PLANTA Y EQUIPOS SON LOS CINTURONES DE SEGURIDAD?",,,,,VERDADERO,EPF,
vf,"SEGÚN EL MANUAL DE TRANSPORTE Y CARGUÍO, FRENTE A CUALQUIER SITUACIÓN DE EMERGENCIA, EL OPERADOR DEBE AVISAR A DESPACHO A TRAVÉS DE LA RADIO, ACTIVANDO EL BOTÓN DE EMERGENCIA DEL SISTEMA TRACKING (BOTÓN NARANJA), SIMULTÁNEAMENTE ACTIVAR EL SISTEMA MODULAR, SOLICITANDO AYUDA EN FORMA INMEDIATA Y COMUNICANDO CLARAMENTE EL LUGAR EXACTO DONDE SE ENCUENTRA EL EQUIPO QUE OPERA, EL TIPO DE EMERGENCIA Y LOS REQUERIMIENTOS DE AYUDA NECESARIA. ADEMÁS, DEBE DAR SU NOMBRE Y SU ESTADO DE SALUD, SI CORRESPONDE.",,,,,VERDADERO,REG_CARGIO,
vf,"SEGÚN EL REGLAMENTO DE CARGUÍO Y TRANSPORTE, ¿ES OBLIGACIÓN QUE UN OPERADOR DE UN CAEX AL ENFRENTARSE A UN CRUCE CON VEHÍCULOS LIVIANOS FUERA DE LA MINA, TOQUE UN BOCINAZO LARGO?",,,,,VERDADERO,REG_CARGIO,
vf,"SEGÚN EL REGLAMENTO DE CARGUÍO Y TRANSPORTE, EL ROL DEL OPERADOR EN CASO DE EMERGENCIA DEBE SER: “EL OPERADOR DEBE AVISAR A DESPACHO A TRAVÉS DE LA RADIO, ACTIVANDO EL BOTÓN DE EMERGENCIA DEL SISTEMA TRACKING (BOTÓN ROJO), SIMULTANEAMENTE ACTIVAR EL SISTEMA MODULAR SOLICITANDO AYUDA EN FORMA INMEDIATA Y COMUNICANDO CLARAMENTE EL LUGAR EXACTO DONDE SE ENCUENTRA EL EQUIPO QUE OPERA, EL TIPO DE EMERGENCIA Y LOS REQUERIMIENTOS DE AYUDA NECESARIA, ADEMÁS DEBE DAR SU NOMBRE Y SU ESTADO DE SALUD SI CORRESPONDE”.",,,,,VERDADERO,REG_CARGIO,
vf,"SEGÚN EL REGLAMENTO DE OPERACIÓN INVIERNO CMDIC, EN EL PUNTO N2, ¿EL ALCANCE ES PARA TODAS LAS PERSONAS QUE SE ENCUENTRAN, ENTRE OTROS LUGARES, EN MINERODUCTO, LÍNEAS ELÉCTRICAS Y CAMINOS ADYACENTES?",,, , ,VERDADERO,OP_INV,
vf,"SEGÚN PROCEDIMIENTO DE CONDUCCIÓN INTERIOR MINA CON VEHÍCULOS LIVIANOS, LA DISTANCIA DE ESTACIONAMIENTO ALREDEDOR DE UNA EXCAVADORA ES DE 10 MTS, SIENDO LA ÚLTIMA OPCIÓN EL LADO DERECHO.",,,,,VERDADERO,PROC_CONDUC_INT_MINA,
vf,"SEGÚN REGLAMENTO DE CARGUÍO Y TRANSPORTE, TODO OPERADOR DE CAEX AL ENFRENTARSE A UN CRUCE CON VEHÍCULOS LIVIANOS FUERA DEL ÁREA MINA, DEBE TOCAR UN BOCINAZO LARGO PARA SER ESCUCHADO.",,,,,VERDADERO,REG_CARGIO,
vf,"SEGÚN REGLAMENTO INTERNO DE TRÁNSITO Y EPF, PARA CONDUCIR UN VEHÍCULO DE CARRETERA NO LIVIANO, SE DEBE CONTAR CON LICENCIA A3, A4 Y A5.",,,,,VERDADERO,REG_INT_TRANS,
vf,"SI SE ENCUENTRA EN LA VÍA UNA EXCAVADORA TRABAJANDO, PARA PODER ADELANTARLA, SE DEBE SOLICITAR AUTORIZACIÓN RADIAL AL OPERADOR DE LA EXCAVADORA A 50 MTS DE DISTANCIA, IDENTIFICÁNDO A MI EQUIPO, ESPERAR CONFIRMACIÓN RADIAL Y DESPUÉS ADELANTAR A MÍNIMO 10 MTS DE DISTANCIA DE LA EXCAVADORA.",,,,,VERDADERO,REG_CARGIO,
vf,SON ÁREAS PROTEGIDAS EL ESTACIONAMIENTO POLICLÍNICO ROSARIO Y ESTACIONAMIENTO CASINO 460.,,,,,VERDADERO,OP_INV,
vf,"SON FRECUENCIA OPICV: BOTADERO RECHAZOS, P1, PATIO NEUMÁTICOS 4420",,,,,VERDADERO,EPF,
vf,"SON FRECUENCIA OPICV: CANCHA 1C, CANCHA 10, CANCHA 12 Y CANCHA ENTRENAMIENTO AUTÓNOMOS",,,,,VERDADERO,EPF,
vf,"SON FRECUENCIA OPICV: TRANQUE RELAVE, KM 0, POZO 3 EMPRÉSTITO",,,,,VERDADERO,EPF,
vf,"SON INFRACCIONES GRAVÍSIMAS EN EL REGLAMENTO INTERNO DE TRÁNSITO. CONDUCIR BAJO LOS EFECTOS DEL ALCOHOL Y/O DROGAS, CONDUCIR SIN LICENCIA MUNICIPAL Y/O INTERNA.",,,,,VERDADERO,REG_INT_TRANS,
vf,"SON TODAS LAS ÁREAS DE CIRCULACIÓN DE EQUIPOS MINEROS EN GENERAL, YA SEA, EN EL ÁREA DE CARGUÍO, CAMINOS DE LA MINA, ÁREAS DE ACCESO A CHANCADO, BOTADEROS, ACOPIOS EN GENERAL, TALLERES DE MANTENCIÓN Y ESTACIONES DE COMBUSTIBLES, ESTA DEFINICIÓN PERTENECE A VÍAS DE CIRCULACIÓN MINA.",,, , ,VERDADERO,REG_INT_TRANS,
vf,"STOCK C1, ESTRIBO IZQUIERDO, CANCHA ESCUELITA, POZO 3, PALA 4, BOTADERO RECHAZOS, TRABAJAN POR FRECUENCIA OPICV.",,,,,VERDADERO,EPF,
vf,"TEMPORADA DE INVIERNO CONTINENTAL, PERÍODO COMPRENDIDO ENTRE EL 15 DE MAYO AL 30 DE SEPTIEMBRE, O CUANDO SEA DEFINIDO POR EL COI.",,,,,VERDADERO,OP_INV,
vf,"TODO PERSONAL QUE SE ENCUENTRE AL INTERIOR DE VEHÍCULOS DURANTE ALERTA 3 Y 4 EN INVIERNO CONTINENTAL, DEBERÁ UTILIZAR AL MENOS CASCO DE SEGURIDAD Y PROTECTOR AUDITIVO EN ÁREAS OPERACIONALES.",,,,,VERDADERO,OP_INV,
vf,"TODOS LOS VEHICULOS QUE INGRESEN A LA MINA DEBEN USAR EN TODO MOMENTO: BALIZA ESTROBOSCÓPICA AZUL, PÉRTIGA DE 4.60 MTS DE ALTURADESDE EL SUELO HASTA EL EXTREMO SUPERIOR DE LA LUZ CON BANDEROLA ROJA, LUZ INTERMITENTE DE COLOR VERDE EN SU EXTREMO SUPERIOR, PORTAR CUÑAS PLÁSTICAS, TRANSITAR EN TODO MOMENTO CON TRACCIÓN 4X4.",,,,,VERDADERO,REG_INT_TRANS,
vf,UN EJEMPLO DE CADA UNO DE LOS 3 REQUERIMIENTOS DEL EPF 1 SERÍAN: REQUERIMIENTOS ASOCIADOS A PLANTA Y EQUIPOS: CINTURÓN DE SEGURIDAD REQUERIMIENTOS ASOCIADOS A SISTEMAS Y PROCEDIMIENTOS: CHECKLIST DEL EQUIPO. REQUERIMIENTOS ASOCIADOS AL PERSONAL: CERTIFICACIÓN DEL CONDUCTOR OPERADOR.,,,,,VERDADERO,EPF,
vf,"UN PRETIL DE SEGURIDAD ES AQUEL CORDON DE MATERIAL CONSTRUIDO PARA DEMARCAR EL BORDE DE CAMINOS, EN SECTORES DE VACIADO Y/O PARAPETOS.",,,,,VERDADERO,REG_INT_TRANS,
alternativa,"UN PRETIL DE TRÁNSITO, ES AQUEL QUE SIRVE PARA DEFINIR ANCHO DE CAMINOS Y ADEMÁS SIRVE COMO PARAPETO, Y SU MEDIDA ES DE:",MÁS DE 2 MTS.,2/3 CON RESPECTO AL NEUMÁTICO MAS GRANDE DEL CAEX,MÁS DE 3 MTS.,NINGUNA DE LAS ANTERIORES,B,REG_INT_TRANS,
alternativa,"UN VEHÍCULO DE CARRETERA NO LIVIANO ES UN VEHÍCULO QUE: CUANDO ESTÁ REGISTRADO, PUEDD SER CONDUCIDO LEGALMENTE EN LA VÍA PÚBLICA POR UN CONDUCTOR QUE TIENE UNA LICENCIA PROFESIONAL CLASE ...",A4 Y SU PESO ES SOBRE 3.500 KG.,A5 Y SU PESO ES SOBRE 3.500 KG.,A3 Y SU PESO ES SOBRE 3.500 KG.,TODAS LAS ANTERIORES,D,REG_INT_TRANS,
alternativa,"UNA BARRERA PARA PROTEGER A LOS PASAJEROS DE LA CARGA, ¿ES UN REQUISITO DEL EPF?",4,3,2,1,D,EPF,
alternativa,"UNA BARRERA PARA PROTEGER A LOS PASAJEROS DE UNA CARGA, ¿ES REQUISITO DEL EPF 7, ASOCIADO AL REQUERIMIENTO DE:",PLANTA Y EQUIPO,A LAS PERSONAS,SISTEMAS Y PROCEDIMIENTOS,NINGUNA DE LAS ANTERIORES,D,EPF,
alternativa,UNA CAMIONETA DEBE PEDIR PERMISO PARA INGRESAR AL ÁREA DE CARGUÍO,ANTES DEL PASACABLES AÉREO,SI HAY PASACABLES AÉREOS A 250 MTS,A 50 MTS DEL EQUIPO DE CARGUÍO,TODAS LAS ANTERIORES,C,REG_INT_TRANS,
alternativa,UNA CAMIONETA SE DEBE ESTACIONAR MÍNIMO A10 MTS DE UNA EXCAVADORA EN UNA RAMPA CON PENDIENTE NEGATIVA,ADELANTE,ATRÁS,A LA DERECHA,A LA IZQUIERDA,B,REG_INT_TRANS,
alternativa,UNO DE LOS REQUISITOS EN CUANTO A EPP SON ,CALCETINES DE INVIERNO CON FIBRAS DE COBRE,ZAPATOS DE SEGURIDAD CON PUNTA DE FIBRA,PANTALÓN POLAR,PRIMERA CAPA,B,EPF,
alternativa,VEHÍCULOS DE CARRETERA QUE HAN ESTADO INVOLUCRADOS EN UNA PROPORCIÓN IMPORTANTE DE LOS ACCIDENTES CON CONSECUENCIAS FATALES E INCIDENTES GRAVES. LAS CAUSAS Y FACTORES CONTRIBUYENTES IDENTIFICADOS INCLUYEN:,"ESTABILIDAD DEL VEHÍCULO, CHECK LIST FATIGA DEL CONDUCTOR, VELOCIDAD ADECUADA"," INESTABILIDAD DEL VEHÍCULO, CHECK LIST FATIGA DEL CONDUCTOR, VELOCIDAD ADECUADA"," INESTABILIDAD DEL VEHÍCULO, FATIGA DEL CONDUCTOR, VELOCIDAD ADECUADA"," INESTABILIDAD DEL VEHÍCULO, FATIGA DEL CONDUCTOR, VELOCIDAD INADECUADA",D,REG_INT_TRANS,
alternativa,VEHÍCULOS DE CARRETERA QUE NO HAN ESTADO INVOLUCRADOS EN UNA PROPORCIÓN IMPORTANTE DE LOS ACCIDENTES CON CONSECUENCIAS FATALES E INCIDENTES GRAVES. LAS CAUSAS Y FACTORES CONTRIBUYENTES IDENTIFICADOS INCLUYEN:,"ESTABILIDAD DEL VEHÍCULO, CHECK LIST FATIGA DEL CONDUCTOR, VELOCIDAD ADECUADA"," INESTABILIDAD DEL VEHÍCULO, CHECK LIST FATIGA DEL CONDUCTOR, VELOCIDAD ADECUADA"," INESTABILIDAD DEL VEHÍCULO, FATIGA DEL CONDUCTOR, VELOCIDAD ADECUADA"," INESTABILIDAD DEL VEHÍCULO, FATIGA DEL CONDUCTOR, VELOCIDAD INADECUADA",A,REG_INT_TRANS,
alternativa,¿CÚAL ES ZONA SEGURA PERMANENTE ?,TALLER DE MANTENCIÓN GEOTEC,P3,STOCK GEOTEC,ESTACIONAMIENTO CASINO 460,C,OP_INV,
alternativa,¿CUÁL ES ZONA SEGURA TRANSITORIA?,TALLER KOMATSU,OFICINAS CMDIC,CAEX,GARITA NORTE,C,OP_INV,
alternativa,¿CON CUÁNTO PORCENTAJE SE APRUEBA EL CURSO DE CONDUCCIÓN EN OPERACIÓN INVIERNO?,80%,85%,90%,95%,A,OP_INV,
alternativa,¿CUÁNTOS REQUERIMIENTOS TIENEN LOS EPF?,3,8,9,2,A,EPF,
